REFKEY	TITLE	TITLE2	AUTHORS	AUTHORS2	JOURNAL	VOLUME	YEAR	PAGES	JNUM	PMID
88581	Targeted Expression of bcl-2 to Murine Basal Epidermal Keratinocytes Results in Paradoxical Retardation of Ultraviolet- and Chemical-induced Tumorigenesis.		Rossiter H; Beissert S; Mayer C; Schon MP; Wienrich BG; Tschachler E; Kupper TS		Cancer Res	61	2001	3619-26	J:69132	11325830
88582	Effects of in vivo heregulin beta1 treatment in wild-type and ErbB gene-targeted mice depend on receptor levels and pregnancy.		O'Shea S; Johnson K; Clark R; Sliwkowski MX; Erickson SL		Am J Pathol	158	2001	1871-80	J:69103	11337386
88583	Ovarian expression of human insulin-like growth factor-I in transgenic mice results in cyst formation.		Dyck MK; Parlow AF; Senechal JF; Sirard MA; Pothier F		Mol Reprod Dev	59	2001	178-85	J:69144	11389552
88584	Deltan89beta-catenin induces precocious development, differentiation, and neoplasia in mammary gland.		Imbert A; Eelkema R; Jordan S; Feiner H; Cowin P		J Cell Biol	153	2001	555-68	J:69210	11331306
88585	Abnormal ornithine decarboxylase activity in transgenic mice increases tumor formation and infertility.		Kilpelainen PT; Saarimies J; Kontusaari SI; Jarvinen MJ; Soler AP; Kallioinen MJ; Hietala OA		Int J Biochem Cell Biol	33	2001	507-20	J:69211	11331206
88586	A susceptibility locus for radiation lymphomagenesis on mouse chromosome 16.		Mori N; Okumoto M; Yamate J		J Radiat Res (Tokyo)	41	2000	367-72	J:69212	11329885
88587	Curcumin modifies Apc(min) apoptosis resistance and inhibits 2-amino 1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) induced tumour formation in Apc(min) mice.		Collett GP; Robson CN; Mathers JC; Campbell FC		Carcinogenesis	22	2001	821-5	J:69213	11323404
88588	Telomerase activation and p53 mutations in urethane-induced A/J mouse lung tumor development.		Ohno J; Horio Y; Sekido Y; Hasegawa Y; Takahashi M; Nishizawa J; Saito H; Ishikawa F; Shimokata K		Carcinogenesis	22	2001	751-6	J:69214	11323394
88589	The role of nucleotide excision repair and loss of p53 in mutagenesis and carcinogenesis.		van Steeg H		Toxicol Lett	120	2001	209-19	J:69215	11323179
88590	New models for assessing carcinogenesis: an ongoing process.		Sills RC; French JE; Cunningham ML		Toxicol Lett	120	2001	187-98	J:69216	11323177
88591	Effects of coffee cherry, the residue left after removal of the beans from the coffee fruit, on mammary glands, automatic behavior and related parameters in mice.		Nagasawa H; Yada E; Udagawa Y; Inatomi H		Am J Chin Med	29	2001	119-27	J:69217	11321469
88592	Role of the newer p53 family proteins in malignancy.		Irwin MS; Kaelin WG		Apoptosis	6	2001	17-29	J:69218	11321038
88593	Overexpressed growth hormone (GH) synergistically promotes carcinogen-initiated liver tumour growth by promoting cellular proliferation in emerging hepatocellular neoplasms in female and male GH-transgenic mice.		Snibson KJ; Bhathal PS; Adams TE		Liver	21	2001	149-58	J:69219	11318985
88594	Pulmonary carcinogenesis induced by ferric nitrilotriacetate in mice and protection from it by Brazilian propolis and artepillin C.		Kimoto T; Koya-Miyata S; Hino K; Micallef MJ; Hanaya T; Arai S; Ikeda M; Kurimoto M		Virchows Arch	438	2001	259-70	J:69220	11315623
88595	Smads mediate signaling of the TGFbeta superfamily in normal keratinocytes but are lost during skin chemical carcinogenesis.		He W; Cao T; Smith DA; Myers TE; Wang XJ		Oncogene	20	2001	471-83	J:69221	11313978
88596	Cyclooxygenase-two (COX-2) modulates proliferation in aggressive fibromatosis (desmoid tumor).		Poon R; Smits R; Li C; Jagmohan-Changur S; Kong M; Cheon S; Yu C; Fodde R; Alman BA		Oncogene	20	2001	451-60	J:69222	11313976
88597	Inactivation of p53 tumor suppressor gene acts synergistically with c-neu oncogene in salivary gland tumorigenesis.		Brodie SG; Xu X; Li C; Kuo A; Leder P; Deng CX		Oncogene	20	2001	1445-54	J:69223	11313888
88598	Insertion of the DNA for the 163-171 peptide of IL1beta enables a DNA vaccine encoding p185(neu) to inhibit mammary carcinogenesis in Her-2/neu transgenic BALB/c mice.		Rovero S; Boggio K; Carlo ED; Amici A; Quaglino E; Porcedda P; Musiani P; Forni G		Gene Ther	8	2001	447-52	J:69224	11313823
88599	Suppression of Skin Tumorigenesis in c-Jun NH(2)-Terminal Kinase-2-Deficient Mice.		Chen N; Nomura M; She QB; Ma WY; Bode AM; Wang L; Flavell RA; Dong Z		Cancer Res	61	2001	3908-12	J:69188	11358804
88600	Model mice for bcr/abl-positive leukemias.		Honda H; Hirai H		Blood Cells Mol Dis	27	2001	265-78	J:69190	11358387
88601	Modeling acute promyelocytic leukemia in the mouse: new insights in the pathogenesis of human leukemias.		Merghoub T; Gurrieri C; Piazza F; Pandolfi PP		Blood Cells Mol Dis	27	2001	231-48	J:69191	11358384
88602	Fatal leukemia in interleukin-15 transgenic mice.		Fehniger TA; Suzuki K; VanDeusen JB; Cooper MA; Freud AG; Caligiuri MA		Blood Cells Mol Dis	27	2001	223-30	J:69192	11358383
88603	Non-Hodgkin lymphomas of mice.		Hori M; Xiang S; Qi CF; Chattopadhyay SK; Fredrickson TN; Hartley JW; Kovalchuk AL; Bornkamm GW; Janz S; Copeland NG; Jenkins NA; Ward JM; Morse HC		Blood Cells Mol Dis	27	2001	217-22	J:69193	11358382
88604	Bcl-2 mediates chemoresistance in matched pairs of primary e&mgr;-myc lymphomas in vivo.		Schmitt CA; Lowe SW		Blood Cells Mol Dis	27	2001	206-16	J:69194	11358381
88605	Retroviral transduction models of ph(+) leukemia: advantages and limitations for modeling human hematological malignancies in mice.		Van Etten RA		Blood Cells Mol Dis	27	2001	201-5	J:69195	11358380
88606	Acute promyelocytic leukemia: a view from a mouse.		Kogan SC		Blood Cells Mol Dis	26	2000	620-5	J:69196	11358354
88607	Bioassay of mannitol and caprolactam and assessment of response to diethylnitrosamine in heterozygous p53-deficient (+/-) and wild type (+/+) mice.		Iatropoulos MJ; Jeffrey AM; Schluter G; Enzmann HG; Williams GM		Arch Toxicol	75	2001	52-8	J:69197	11357521
88608	Recent advances in arsenic carcinogenesis: modes of action, animal model systems, and methylated arsenic metabolites.		Kitchin KT		Toxicol Appl Pharmacol	172	2001	249-61	J:69225	11312654
88609	Erythropoietin induces tumor regression and antitumor immune responses in murine myeloma models.		Mittelman M; Neumann D; Peled A; Kanter P; Haran-Ghera N		Proc Natl Acad Sci U S A	98	2001	5181-6	J:69226	11309490
88610	Alternative pathways to prostate carcinoma activate prostate stem cell antigen expression.		Dubey P; Wu H; Reiter RE; Witte ON		Cancer Res	61	2001	3256-61	J:69227	11309275
88611	Aberrant expression of cyclin D1 in pulmonary proliferative lesions induced by high doses of urethane in transgenic mice carrying the human prototype c-H-ras gene.		Mori I; Yasuhara K; Hayashi SM; Nonoyama T; Nomura T; Yanai T; Masegi T; Mitsumori K		J Vet Med Sci	63	2001	261-8	J:69228	11307925
88612	Brain tumor animal models: importance and progress.		Holland EC		Curr Opin Oncol	13	2001	143-7	J:69229	11307055
88613	A light, nontoxic interleukin 12 protocol inhibits HER-2/neu mammary carcinogenesis in BALB/c transgenic mice with established hyperplasia.		Cifaldi L; Quaglino E; Di Carlo E; Musiani P; Spadaro M; Lollini PL; Wolf S; Boggio K; Forni G; Cavallo F		Cancer Res	61	2001	2809-12	J:69230	11306448
88614	Effects of type and amount of dietary fat on mouse skin tumor promotion.		Lo HH; Locniskar MF; Bechtel D; Fischer SM		Nutr Cancer	22	1994	43-56	J:69231	11304909
88615	Distal bowel selectivity in the chemoprevention of experimental colon carcinogenesis by the non-steroidal anti-inflammatory drug nabumetone.		Roy HK; Karolski WJ; Ratashak A		Int J Cancer	92	2001	609-15	J:69232	11304699
88616	Effects of 50 Hz magnetic fields on cancer induced by ionizing radiation in mice.		Heikkinen P; Kosma VM; Huuskonen H; Komulainen H; Kumlin T; Penttila I; Vaananen A; Juutilainen J		Int J Radiat Biol	77	2001	483-95	J:69233	11304440
88617	Characteristic association between K-ras gene mutation with loss of heterozygosity in X-ray-induced thymic lymphomas of the B6C3F1 mouse.		Shimada Y; Nishimura M; Kakinuma S; Takeuchi T; Ogiu T; Suzuki G; Nakata Y; Sasanuma S; Mita K; Sado T		Int J Radiat Biol	77	2001	465-73	J:69234	11304438
88618	Inhibition of mammary carcinogenesis by systemic interleukin 12 or p185neu DNA vaccination in Her-2/neu transgenic BALB/c mice.		Di Carlo E; Rovero S; Boggio K; Quaglino E; Amici A; Smorlesi A; Forni G; Musiani P		Clin Cancer Res	7	2001	830s-837s	J:69235	11300480
88619	Current and future technologies for breast cancer imaging.		Basilion JP		Breast Cancer Res	3	2001	14-6	J:69236	11300100
88620	Effects of selenium supplementation on malignant lymphoproliferative pathologies associated with OF1 mouse ageing.		Wong HK; Riondel J; Ducros V; Ballester B; Mathieu J; Favier A		Anticancer Res	21	2001	393-402	J:69237	11299768
88621	Recent advances in imaging endogenous or transferred gene expression utilizing radionuclide technologies in living subjects: applications to breast cancer.		Berger F; Gambhir SS		Breast Cancer Res	3	2001	28-35	J:69238	11250742
88622	Heterotypic signaling between epithelial tumor cells and fibroblasts in carcinoma formation.		Elenbaas B; Weinberg RA		Exp Cell Res	264	2001	169-84	J:69239	11237532
88623	The von Hippel-Lindau tumor suppressor gene.		Kondo K; Kaelin WG		Exp Cell Res	264	2001	117-25	J:69240	11237528
88624	B cell immunodeficiency fails to develop in cd4-deficient mice infected with bm5: murine aids as a multistep disease.		Harris DP; Koch S; Mullen LM; Swain SL		J Immunol	166	2001	6041-9	J:69348	11342621
88625	Primary hyperparathyroidism caused by parathyroid-targeted overexpression of cyclin D1 in transgenic mice.		Imanishi Y; Hosokawa Y; Yoshimoto K; Schipani E; Mallya S; Papanikolaou A; Kifor O; Tokura T; Sablosky M; Ledgard F; Gronowicz G; Wang TC; Schmidt EV; Hall C; Brown EM; Bronson R; Arnold A		J Clin Invest	107	2001	1093-102	J:69423	11342573
88626	T cell-specific loss of pten leads to defects in central and peripheral tolerance.		Suzuki A; Yamaguchi MT; Ohteki T; Sasaki T; Kaisho T; Kimura Y; Yoshida R; Wakeham A; Higuchi T; Fukumoto M; Tsubata T; Ohashi PS; Koyasu S; Penninger JM; Nakano T; Mak TW		Immunity	14	2001	523-34	J:69471	11371355
88627	Absence of apparent phenotype in mice lacking cdc25c protein phosphatase.		Chen MS; Hurov J; White LS; Woodford-Thomas T; Piwnica-Worms H		Mol Cell Biol	21	2001	3853-61	J:69601	11359894
88628	Mammary gland involution is delayed by activated Akt in transgenic mice.		Schwertfeger KL; Richert MM; Anderson SM		Mol Endocrinol	15	2001	867-81	J:69612	11376107
88629	Novel primitive lymphoid tumours induced in transgenic mice by cooperation between myc and bcl-2.		Strasser A; Harris AW; Bath ML; Cory S		Nature	348	1990	331-3	J:69571	2250704
88630	Diagnosing cancer in vivo.		Koenig F; Knittel J; Stepp H		Science	292	2001	1401-3	J:69650	11360991
88631	Inhibin and p27 interact to regulate gonadal tumorigenesis.		Cipriano SC; Chen L; Burns KH; Koff A; Matzuk MM		Mol Endocrinol	15	2001	985-96	J:69616	11376116
88632	Point mutations of K-ras and H-ras genes in forestomach neoplasms from control B6C3F1 mice and following exposure to 1,3-butadiene, isoprene or chloroprene for up to 2-years.		Sills RC; Hong HL; Boorman GA; Devereux TR; Melnick RL		Chem Biol Interact	135-136	2001	373-86	J:69717	11397402
88633	Metallothionein expression and apoptosis in pregnancy-dependent and -independent mouse mammary tumors.		Yamamura Y; Ohta Y; Iguchi T; Matsuzawa A		Anticancer Res	21	2001	1145-9	J:69718	11396154
88634	Oral shark cartilage does not abolish carcinogenesis but delays tumor progression in a murine model.		Barber R; Delahunt B; Grebe SK; Davis PF; Thornton A; Slim GC		Anticancer Res	21	2001	1065-9	J:69719	11396141
88635	Transplacental carcinogenic potential of the carbamate fungicide mancozeb.		Shukla Y; Arora A		J Environ Pathol Toxicol Oncol	20	2001	127-31	J:69721	11394711
88636	Preliminary results of interferon-alpha therapy on woodchuck hepatitis virus-induced hepatocarcinogenesis: possible benefit in female transgenic mice.		Merle P; Chevallier M; Levy R; Maisonnas M; Terradillos O; Ahmed SNS; Trepo C; Buendia MA; Vitvitski-Trepo L		J Hepatol	34	2001	562-9	J:69722	11394656
88637	On the promoting action of tamoxifen in a model of hepatocarcinogenesis induced by p-dimethylaminoazobenzene in CF1 mice.		Caballero F; Gerez E; Oliveri L; Falcoff N; Batlle A; Vazquez E		Int J Biochem Cell Biol	33	2001	681-90	J:69723	11390276
88638	Primary lung tumors in mice as an aid for understanding, preventing, and treating human adenocarcinoma of the lung.		Malkinson AM		Lung Cancer	32	2001	265-79	J:69724	11390008
88639	Tailoring cancer vaccines to the elderly: the importance of suitable mouse models.		Gravekamp C		Mech Ageing Dev	122	2001	1087-105	J:69725	11389926
88640	Oxidative stress in the absence of inflammation in a mouse model for hepatitis c virus-associated hepatocarcinogenesis.		Moriya K; Nakagawa K; Santa T; Shintani Y; Fujie H; Miyoshi H; Tsutsumi T; Miyazawa T; Ishibashi K; Horie T; Imai K; Todoroki T; Kimura S; Koike K		Cancer Res	61	2001	4365-70	J:69727	11389061
88641	Uterine adenocarcinoma in mice treated neonatally with genistein.		Newbold RR; Banks EP; Bullock B; Jefferson WN		Cancer Res	61	2001	4325-8	J:69728	11389053
88642	Two inbred strains of mice with high and low mammary tumor potentials established from the same basal stock of Swiss albino (SHN and SLN): history of mammary tumorigenesis and reproduction after the 30th generation of full-sib mating.		Nagasawa H; Kusakawa S		Exp Anim	50	2001	167-71	J:69729	11381621
88643	Activation of the met receptor by cell attachment induces and sustains hepatocellular carcinomas in transgenic mice.		Wang R; Ferrell LD; Faouzi S; Maher JJ; Bishop JM		J Cell Biol	153	2001	1023-34	J:69731	11381087
88644	The SV40 small t-antigen prevents mammary gland differentiation and induces breast cancer formation in transgenic mice; truncated large T-antigen molecules harboring the intact p53 and pRb binding region do not have this effect.		Goetz F; Tzeng YJ; Guhl E; Merker J; Graessmann M; Graessmann A		Oncogene	20	2001	2325-32	J:69711	11402328
88645	In vitro and in vivo inhibition of epidermal growth factor receptor-tyrosine kinase pathway by photodynamic therapy.		Ahmad N; Kalka K; Mukhtar H		Oncogene	20	2001	2314-7	J:69712	11402326
88646	Reducing mammary cancer risk through premature stem cell senescence.		Boulanger CA; Smith GH		Oncogene	20	2001	2264-72	J:69713	11402321
88647	Involvement of Transcription Factor HNF3gamma in the Effect of o-Aminoazotoluene on Glucocorticoid Induction of Tyrosine Aminotransferase in Mice Sensitive to its Hepatocarcinogenic Action.		Kropachev KY; Kaledin VI; Kobzev VF; Plisov SY; Levashova ZB; Merkulova TI		Mol Carcinog	31	2001	10-5	J:69714	11398193
88648	Topical and oral administration of the natural water-soluble antioxidant from spinach reduces the multiplicity of papillomas in the Tg.AC mouse model. (Erratum Toxicol Lett 2001 Sep 15; 123(2-3):237)		Nyska A; Lomnitski L; Spalding J; Dunson DB; Goldsworthy TL; Grossman S; Bergman M; Boorman G		Toxicol Lett	122	2001	33-44	J:69715	11397555
88649	Combined histiologic and molecular features reveal previously unappreciated subsets of lymphoma in AKXD recombinant inbred mice.		Morse HC; Qi C; Chattopadhyay SK; Hori M; Taddesse-Heath L; Ozato K; Hartley JW; Taylor BA; Ward JM; Jenkins NA; Copeland NG; Fredrickson TN		Leuk Res	25	2001	719-33	J:69716	11397479
88650	Cancer. Improved mouse models.		Berns A		Nature	410	2001	1043-4	J:69748	11323655
88651	Role of the LTR region between the enhancer and promoter in mink cell focus-forming murine leukemia virus pathogenesis.		Yoshimura FK; Wang T		Virology	283	2001	121-31	J:69749	11312668
88652	The dual function steroid receptor coactivator/ubiquitin protein-ligase integrator E6-AP is overexpressed in mouse mammary tumorigenesis.		Sivaraman L; Nawaz Z; Medina D; Conneely OM; O'Malley BW		Breast Cancer Res Treat	62	2000	185-95	J:69751	11072783
88653	Avoiding tolerance against prostatic antigens with subdominant peptide epitopes.		Grossmann ME; Davila T; Celis T		J Immunother	24	2001	237-41	J:69753	11394501
88654	Squamous cell tumors in mice heterozygous for a null allele of Atp2a2, encoding the sarco(endo)plasmic reticulum Ca2+-ATPase isoform 2 Ca2+ pump.		Liu LH; Boivin GP; Prasad V; Periasamy M; Shull GE		J Biol Chem	276	2001	26737-40	J:69754	11389134
88655	MCL1 transgenic mice exhibit a high incidence of B-cell lymphoma manifested as a spectrum of histologic subtypes.		Zhou P; Levy NB; Xie H; Qian L; Lee CY; Gascoyne RD; Craig RW		Blood	97	2001	3902-9	J:69755	11389033
88656	Thrombospondin-2 plays a protective role in multistep carcinogenesis: a novel host anti-tumor defense mechanism.		Hawighorst T; Velasco P; Streit M; Hong YK; Kyriakides TR; Brown LF; Bornstein P; Detmar M		EMBO J	20	2001	2631-40	J:69756	11387198
88657	Increased epidermal tumors and increased skin wound healing in transgenic mice overexpressing the catalytic subunit of telomerase, mTERT, in basal keratinocytes.		Gonzalez-Suarez E; Samper E; Ramirez A; Flores JM; Martin-Caballero J; Jorcano JL; Blasco MA		EMBO J	20	2001	2619-30	J:69757	11387197
